topicName,id,topicType,introduct
山东一地大罐车出事故不明液体外泄,M_16294,社会新闻,5月10日，山东泰安。有网友发视频称，在泰安市泰山区化马湾乡洪河村口，一辆大罐车发生事故，造成罐内液体泄漏，味道刺鼻，村民担心对身体有危害，也担心庄稼受到污染。
夫妻车内吵架妻子经过收费站喊救命,M_16295,社会新闻,据荆州融媒，5月10日，湖北荆州。一辆黑色小车从收费站进入高速公路时，车内一名连续呼救。据了解，呼救女子与司机是夫妻关系，在去接孩子放学的路上，两人发生激烈争执，甚至还拿出水果刀。民警对两人进行了批评教育。
孔雀明王臻藏皮肤,M_16297,游戏,《阴阳师》孔雀明王臻藏皮肤「青鸾誓约」5月22日维护后上线！
张杰空降翻牌,M_16298,艺人,张杰音乐评论区空降翻牌，啊啊啊好宠粉
我国核电技术已进入世界第一方阵,M_16303,社会新闻,近年来，我国核电技术快速发展，已进入世界核电技术第一方阵。数据显示，截至目前，我国在建核电机组26台，总装机容量3030万千瓦，在建数量和装机容量均保持世界第一。
蛇哥退出老头杯,M_16304,电竞,蛇哥决定退赛：我想办法联系下官方能不能解决，给你们找个人！
vivo发布蓝图影像,M_16310,数码,蓝图影像到底是什么？搭载了蓝图影像的vivo X100 Ultra影像实力如何？一起来看~
围读剧本的杨幂,M_16311,剧集,围读剧本的杨幂
赵露思微醺甜杏妆,M_16317,"作品衍生,美妆",赵露思微醺甜杏妆
秦岚没张嘴但感觉话好密,M_16306,综艺,秦岚挑战潜水
唐氏变脸女孩妈妈流泪发声,M_16323,社会新闻,近日，患有唐氏综合征的19岁女孩秋华因表演川剧变脸走红，其母亲发视频流泪感谢网友。
每天只有3亿人发布朋友圈,M_16326,"互联网,社会新闻",你多久没发朋友圈了？曾经，微信朋友圈一度改变了人们的生活方式，大家在这里分享琐碎日常，记录生活点滴，它承载着许多人的回忆与当下。然而，不知从什么时候开始，朋友圈渐渐变得“安静”了。
IU都暻秀合作,M_16327,音乐,#IU都暻秀合作#
年轻人开始整顿上海相亲角了,M_16331,社会新闻,近日，上海人民公园的相亲角“新角”火了。这里出现了不少“炸裂”的自我介绍和要求，其实，这体现的是年轻人追求精神契合的需求。
苗苗用了李晨的化妆师,M_16333,综艺,《奔跑吧》苗苗用了李晨的化妆师
71岁大爷山上开店1天卖出1000碗面,M_16337,社会新闻,近日，浙江丽水。71岁大爷徐朝宗在山林中开了家羊肉面馆，一天卖出1000多碗面，光是羊肉就烧了十大锅。
张杰曾为去歌手赔款,M_16340,综艺,张杰曾为去歌手赔款
奔跑吧送了张真源21份生日礼物,M_16341,综艺,奔跑吧送张真源礼物
杨幂因为关雪对镜头有了新的理解,M_16344,剧集,杨幂专访谈《哈尔滨一九四四》因为关雪对镜头有了新的理解
麦当劳中国声明,M_16346,美食,5月13日，麦当劳中国发布关于近期媒体报道的声明。
微笑疑似退赛,M_16328,电竞,网友爆料：微笑疑似从老头杯退赛！
韩系在中国为什么不火了,M_16352,"社会新闻,时尚",韩国化妆品从中国年轻消费者的化妆包里逐渐消失，韩国服饰在商场里被更多其他中外快消服饰品牌悄然替代，现代、起亚等韩系车在华销量遭遇断崖式下降……不知不觉间，过去的“香饽饽”现已不再受追捧。
微信澄清11个谣言,M_16354,互联网,5月13日，微信安全中心发文澄清关于微信的11个谣言。
张艺兴汉江猫cha,M_16356,演出,张艺兴汉江猫cha
官方回应法官被指微信指挥庭审,M_16357,社会新闻,近日，青海省海西州中级人民法院和天峻县人民法院被指遥控干预重审案件庭审引发关注。据网传内容，5月11日，天峻县人民法院公开对索某等人涉嫌寻衅滋事一案重新审理。
贾静雯回应缺席苏有朋演唱会,M_16358,演出,近日，《倚天屠龙记》剧组演员高圆圆、陈紫函、陈秀丽在北京观看苏有朋演唱会，网友表示《倚天屠龙记》演员团建了。
海口近8吨死鱼将无害化处置,M_16364,社会新闻,近期海口连续出现多轮降雨，红城湖水中的盐度降低，造成青鳞鱼大面积死亡。目前，清理工作已基本完成。
东北姥姥第一次见广东外孙,M_16390,幽默,仪式感满满！#东北姥姥第一次见广东外孙# ，礼物多到要用担子挑。广东姜醋蛋了解下！#广东迎接小生命仪式感有多强#
运动后身体变化时间轴,M_16391,运动健身,如何将运动效果最大化？目标、强度、频率、种类各有要求。
王一博渐变色外套,M_16395,"作品衍生,时尚",王一博渐变色外套
徐怀钰演唱会上自己调侃上座率,M_16396,演出,近日，四川成都。徐怀钰演唱会成都场开唱，徐怀钰在演唱会现场调侃上座率
你为何不喜欢发朋友圈了,M_16397,"情感,互联网",朋友圈渐渐变得“安静”了。朋友圈变了吗？
菲方对中方的指责毫无根据纯属造谣,M_16399,国外时政,汪文斌指出，菲方对中方的指责毫无根据，纯属造谣。近一个时期，菲方多次散布谣言，蓄意抹黑中方，试图误导国际社会，这种行径是徒劳的。
GPT4o将免费使用,M_16400,互联网,5 月 14 日，OpenAI 宣布推出其最新旗舰生成式 AI 模型 GPT-4o，该模型将在未来几周内分阶段集成至 OpenAI 的各个产品之中。最让人惊喜的是，GPT-4o 将免费提供给所有用户使用。
G2邀请Uzi加入,M_16402,电竞,G2俱乐部官博邀请Uzi加入：没有合同，一切好说！
iOS17.5正式版发布,M_16404,数码,5 月 14 日，苹果刚刚推送了 iOS 17.5 和 iPadOS 17.5 正式版更新，此次更新距离 iOS 17.4 和 iPadOS 17.4 的发布间隔了两个多月。
诛仙女主陆雪琪,M_16405,"读书作家,作品衍生",诛仙原著女主人公，小竹峰首座，其容颜空灵清绝，白衣蹁跹；手持天琊神剑，仙风侠骨；宛如九天仙子下凡尘
王毅同韩国外长赵兑烈举行会谈,M_16407,国内时政,王毅同韩国外长赵兑烈举行会谈
杭州姑娘清理发霉衣柜肺部长霉菌,M_16408,社会新闻,杭州一00后姑娘清理发霉衣柜没做好防护，导致高烧不退，查出肺部长霉菌。
苹果承认新款iPadPro存在渲染失常,M_16409,数码,科技媒体 iMore 近日发布博文，表示采用 OLED 面板的苹果新款 iPad Pro 在处理某些蓝色 HDR 内容时，出现渲染失常问题。
中国海警位黄岩岛海域开展常态化训练,M_16411,国内时政,近日，中国海警在黄岩岛海域成功开展了海上救生训练。
歌手有国籍音乐无国界,M_16412,综艺,这档时隔4年以直播形式重启的音综节目，因为场上歌手表现的鲜明对比，变成了很多网友眼中的“华语乐坛保卫战”。
315曝光的槽头肉企业被罚1287万,M_16414,社会新闻,据国家企业信用信息公示系统和安徽省阜阳市市场监督管理局官网消息，今年央视3·15晚会曝光的3家使用劣质槽头肉加工制作梅菜扣肉的公司，被列入严重违法失信名单、吊销食品生产许可证，并分别罚款420万元、573.4万元、293.76余万元，共约1287.2万元。
田曦薇饭撒,M_16416,剧集,田曦薇子夜归杀青现场饭撒真的狠狠羡慕了！
富婆熊猫的水杯真是意想不到的大,M_16418,社会新闻,大熊猫“四海”池边饮水，整个过程安安静静，水面都没有动静。
歌手2024鉴音团,M_16419,综艺,《歌手2024》热播中，快来加入观后感讨论！
导演说井柏然吃牛排镜头只拍了一次,M_16420,剧集,导演说井柏然吃牛排镜头只拍了一次。
诛仙碧瑶,M_16425,读书作家,《诛仙》第一女主角碧瑶，鬼王宗少主，张小凡一生所爱。肌肤如雪，明媚飒爽。灿若朝阳，至情至性。携衣铃隐风雨后，一诺千金不回首。
67岁老人一年有300天都在出差,M_16427,社会新闻,安徽宣城，二十年前，为了陪妻子养病，苏红星搬进山里种果树，自学10年后，他成了果树种植科技特派员，一年300天在外，免费指导2.7万户果农，嫁接好百万棵果树。今年67岁的他，还在线上科普果树种植，春耕时节帮助新农人更好发力，成为40万网友的专家“人脉”。
李承铉让Lucky等弟弟长大后再收拾,M_16371,综艺,《爸爸当家3》聊到二胎吵架怎么解决，李承铉表示会让lucky等弟弟长大再收拾他，现在弟弟太小听不懂，以此缓解姐姐的情绪
蒋依依吊带白裙,M_16430,"作品衍生,时尚",蒋依依吊带白裙自拍🤳
青春环游记5阵容官宣,M_16436,综艺,《青春环游记》第五季正式官宣嘉宾阵容，5月18日起，每周六记得锁定浙江卫视，一起期待正片播出！
印度30米高广告牌倒塌12人死亡,M_16438,社会新闻,印度孟买一个30米高的广告牌被刮倒。据印度媒体报道，事故造成的死亡人数已升至12人。
NBA批准詹姆斯儿子参加选秀,M_16439,体育,NBA批准詹姆斯儿子参加选秀
男朋友无公积金该怎么一起买房,M_16441,情感,男/女朋友如果一方没有公积金该怎么一起买房？
脑供血不足面部可能有4个表现,M_16445,健康医疗,据医食参考：脑供血不足，简单来说就是大脑缺乏充足的血液供应。在早期阶段，脑缺血可能不会表现出明显的症状。
张凌赫王楚然G社生图,M_16444,"作品衍生,艺人",张凌赫王楚然伦敦看秀G社生图来啦！
王楚然李宏毅首搭,M_16453,剧集,王楚然、李宏毅《烽影燃梅》首次合作！！！
五十公里桃花坞4官宣,M_16454,综艺,五十公里桃花坞第四季官宣，一个人抵达，一群人出发
国乒巴黎奥运参赛大名单,M_16455,体育,中国乒乓球协会14日在官网上对中国国家乒乓球队2024年巴黎奥运会女单和男、女子团体项目参赛运动员名单进行了公示。
孙颖莎世排第一9200分,M_16460,体育,孙颖莎断层领先！国际乒联2024第20周世界排名公布，女子方面，孙颖莎凭借9200积分，继续排名断层第一。
巴黎奥运孙颖莎陈梦出战女单,M_16461,体育,中国乒乓球协会14日在官网上对中国国家乒乓球队2024年巴黎奥运会女单和男、女子团体项目参赛运动员名单进行了公示。
李亚鹏就欠薪道歉,M_16464,艺人,5月14日，李亚鹏@一号立井 回应此前被前员工爆料欠薪。
南林大副教授首聘期不合格后自杀离世,M_16465,社会新闻,作为高层次人才被引进到南京林业大学生态与环境学院，副教授宋凯在学校第一个聘期的考核未通过后，于今年4月2日被发现在家中自杀。
马龙第四次征战奥运会,M_16467,体育,根据中国乒协官网公示，马龙将参加2024年巴黎奥运会乒乓球男子团体项目的争夺。这也是马龙继2012年伦敦、2016年里约、2021年东京之后，第四次代表中国队出战奥运会。
王楚钦孙颖莎奥运兼三项,M_16472,体育,中国乒协公布国乒巴黎奥运名单：王楚钦、樊振东、马龙；孙颖莎、陈梦、王曼昱。马龙四战奥运，王楚钦、孙颖莎三项。
亲人证实南林大自杀副教授患抑郁症,M_16468,社会新闻,作为高层次人才被引进到南京林业大学生态与环境学院，副教授宋凯在学校第一个聘期的考核未通过后，于今年4月2日被发现在家中自杀。
TFBOYS给王源新歌宣传,M_16473,音乐,TFBOYS给王源新歌宣传
田曦薇李明德再合作,M_16474,剧集,田曦薇李明德再合作《子夜归》
何炅两次神级救场都是在歌手,M_16478,综艺,何炅两次神级救场都是在歌手！
迪丽热巴代言联想,M_16477,"艺人,数码",迪丽热巴代言联想！
歌手导演洪啸发文,M_16482,综艺,歌手2024导演洪啸发文，请大家留好档期再来参加歌手
杭盖乐队要去歌手了,M_16484,综艺,​​​5月14日，@湖南卫视歌手 揭晓首轮揭榜歌手，@杭盖乐队、@YELLOW黄宣 将加入。
丈夫婚检查出梅毒后妻子起诉撤销婚姻,M_16486,社会新闻,小帅（化名）和小美（化名）经历多年恋爱长跑后步入了婚姻的殿堂。为了备孕生娃，婚后一周，这对年轻的夫妻来到了妇幼保健院。小帅检测出了梅毒阳性。医生“建议暂缓结婚”。小美起诉到九龙坡法院，以小帅婚前隐瞒重大疾病为由请求撤销婚姻关系。
日产和某某di在一起了,M_16488,汽车,露营已然成为热门休闲方式，但停车难、搬运负担重等难题也依然存在，在露营中你遇到过哪些难题？
歌手2024首轮双揭榜歌手,M_16491,综艺,《歌手2024》首轮双揭榜歌手公布！
余额宝是懂年轻人存钱焦虑的,M_16496,互联网,这届年轻人的存钱焦虑被余额宝懂完了！余额宝新上线了《对不起，我的钱钱》短片 ，片中管不住手存不下钱的样子简直是在演我本人……
严禁以各种方式挤占课间10分钟,M_16497,教育,严禁违反国家规定的学生睡眠时间安排学生作息，或以各种方式挤占学生“课间十分钟”休息。
他甚至没来得及拍一张全家福,M_16498,社会新闻,今天是焦裕禄逝世60周年纪念日。他曾在兰考的一线带着几十万受灾群众整治内涝、风沙、盐碱“三害”。因为工作很忙，焦裕禄逝世前甚至没来得及和家人留下一张全家福。临终前，他最后的请求是把自己的遗体埋在兰考的沙堆上。一起缅怀！致敬！
TheShy谈mlxg与otto事件,M_16499,电竞,Theshy谈MLXG跟Otto事件：七八年前打排位的时候别人也是这样骂我的！
国乒教练组谈奥运名单,M_16505,体育,巴黎奥运会国乒阵容出炉，来听听教练组对名单的解析
EXO的前夜是刘宪华写的,M_16506,音乐,EXO的«前夜»是刘宪华写的
南通车祸救援者再发声,M_16507,社会新闻,5月14日，南通车祸现场救援者@瓜哥616女装供货 再发声，回应近期被指蹭流量。他表示：我来这里只是告诉那些人我很早就退出网络了，那个时候没有快手也没有抖音，我就在互联网直播了。这个是我多年前段视频，我做了好事有（又）不是坏事我不怕别人说我什么。
张雪峰说早晚请王曼昱当代言人,M_16509,体育,5月14日，@张雪峰老师 就#王曼昱无缘巴黎奥运女单# 发文：王曼昱是我老乡，是齐齐哈尔的骄傲！每一次关键比赛关键分，没有我们老乡力挽狂澜，早就没有什么霸主了，这是我最喜欢的女乒运动员，不止因为是老乡，关键时刻真挺得住！能不能单打无所谓，我早晚请你做我们公司代言人！！！
沈小婷将录制奔跑吧,M_16512,综艺,沈小婷将录制《奔跑吧》，美美期待！
南韩周也,M_16515,综艺,有生之年，还能看到“周也”跳韩国女团舞呢。
严禁教师漠视纵容学生欺凌,M_16517,社会新闻,严禁教师漠视、纵容学生欺凌行为。
在浙江原来这个叫服务区啊,M_16521,社会新闻,不少网友在网络平台发帖感叹：“很难想象，浙江的服务区里竟然能有大型商场、五星级酒店，甚至还在内部建造了微型景观。”
杭盖演唱会和歌手直播撞了,M_16522,综艺,5月14日，@杭盖乐队 官宣：歌手2024我们来了！这次让我们把杭盖的音乐带上歌手舞台，本周五（5月17日）直播见。 值得一提的是，该行程与杭盖乐队的大连演唱会撞期。根据票务平台显示，该场演唱会门票已售罄。
黄奕又上恋综了,M_16523,综艺,《喜欢你我也是》黄奕又上恋综了
断眉否认来中国,M_16528,综艺,断眉直播否认要来中国
非升即走下996的大学教师们,M_16529,"社会新闻,教育",近年来，在网络上，​​高校青年教师们正陷入一种群体焦虑。他们在网络上自嘲为“青椒”，以此消解外界对这一职业的想象。职业压力巨大，面临激烈竞争，绩效困境的背后，真正的问题是知识的创新和生产究竟需要何种制度保证。
男子谎称领养将小猫整排牙齿剪断,M_16530,社会新闻,5月13日，江苏常州。一男子找到王女士领养猫咪，一个半月后男子称要搬家不想养了，就把猫咪（小白）送还了王女士。
巴勒斯坦男子用石头砸落无人机,M_16531,国外时政,5月14日，据外媒报道：一名巴勒斯坦男子在约旦河西岸，使用石头击落一架以色列无人机。
综艺史上最潦草的官宣,M_16534,综艺,《青春环游记5》潦草海报官宣，综艺史上最潦草的官宣🈶️！
王曼昱是巴黎团体第三人不二人选,M_16541,体育,5月14日，国乒主教练讲述巴黎奥运选人理由。
地磁暴是否影响睡眠尚未证实,M_16543,健康医疗,地磁暴对日常生活、身体健康的影响微乎其微。对于地磁暴影响睡眠，在科学上目前是没有完全证实的。
520惊喜开箱华为门店,M_16544,社会新闻,520想有点新花样？华为门店变身“花店”，以我之心以花之名，为你的520带来一场爱意之旅。
庆余年2哈哈哈哈哈海报,M_16545,剧集,《庆余年第二季》发布哈哈哈哈哈海报，赏心乐“士”齐聚会，与卿同乐笑开怀！5月16日，更多精彩敬请期待！
原来高铁上是有2元的矿泉水的,M_16546,"幽默,情感",勇敢去要两块钱的矿泉水
张雪峰力挺老乡王曼昱,M_16553,体育,5月14日，@张雪峰老师 就#王曼昱无缘巴黎奥运女单# 发文：王曼昱是我老乡，是齐齐哈尔的骄傲！每一次关键比赛关键分，没有我们老乡力挽狂澜，早就没有什么霸主了，这是我最喜欢的女乒运动员，不止因为是老乡，关键时刻真挺得住！能不能单打无所谓，我早晚请你做我们公司代言人！！！
毛不易看与凤行找不到赵丽颖,M_16554,综艺,起猛了居然在《毛雪汪》听到了《与凤行》？毛不易 现场“控诉”看半天也没有赵丽颖
yaoyao被处罚,M_16556,电竞,官方公告：yaoyao存在发言不实、夸大其词的情况，罚款2万＆禁赛一个BO3 ​​​
河南一商户发现欠燃气费近5亿,M_16561,社会新闻,5月13日，河南新乡一商户李先生反映称，查询商铺燃气费时显示欠费近5亿元。李先生称，自己商铺已停业一段时间，停业时账户内还有九十多元，最近查询时发现欠费4个多亿，自己被吓了一跳。李先生称，向燃气公司反映后账户现已恢复正常。记者从燃气公司获悉，出现此问题系后台系统出错所致。
李健再唱庆余年OST,M_16559,剧集,《庆余年第二季》5月16日开播，好期待李健唱的完整版！！
南通车祸遇难女孩已入土为安,M_16562,社会新闻,5月10日，江苏省南通市一辆载有学生的大巴与一辆渣土车发生碰撞。据当地通报，事故共造成1人死亡、1人重伤、6人轻伤或轻微伤。
白玉兰奖评委会全名单公布,M_16563,剧集,第29届上海电视节评委会全名单公布。
白玉兰奖官方海报公布,M_16565,电影,第29届上海电视节官方海报公布。
普京将对华进行国事访问,M_16567,国内时政,新华社快讯：应国家主席习近平邀请，俄罗斯总统普京将于5月16日至17日对中国进行国事访问。
新冠变异株KP.2多国蔓延,M_16568,健康医疗,据人民日报健康客户端 5月7日-13日，从全球范围来看，一种被命名为KP.2的新冠变异株正在蔓延，今年5月初，世界卫生组织（WHO）将KP.2亚变种列为监测中变异株。
金智媛新加坡活动现场,M_16572,艺人,金智媛今日在新加坡参加活动，状态好好的眼泪女王~
于正晒临江仙白鹿,M_16577,剧集,于正发博晒了《临江仙》白鹿花絮图
栏目组回应主持人采访情侣劝分手,M_16579,社会新闻,近日，微博话题“情侣婉拒街采后被记者阴阳分手”登上热搜。5月14日中午，“一见钟情工作室”的微信公众号发布了一则栏目声明，称网友关注的主持人采访时言辞不当一事，经核实，当事人确系该栏目职工，现决定即日起停止该职工工作，并责令其配合调查。
肖战工作室掉落惊喜,M_16585,艺人,#肖战工作室掉落惊喜#
为什么男人的花期很短,M_16588,情感,男人的花期真的太短了，从霸道男主到农家妇男。
李亚鹏欠薪事件当事人再发声,M_16591,艺人,5月14日，#李亚鹏就欠薪道歉# 后，李亚鹏欠薪当事人@hidingtree 再发声：私域里被无视2年多，热搜了在公共媒体迅速道歉，这操作能给100分。一别两宽，各自安好，江湖路远，人间正道是沧桑，演技好，不如人品好。
拜登将宣布对中国电动汽车加征关税,M_16592,国外时政,在外交部记者会上，有记者提问称，美国总统拜登将在周二宣布对来自中国的产品加征关税，这些关税是针对中国的电动汽车，还有医疗用品以及太阳能产品的。中国外交部发言人汪文斌对此表示，中方一贯反对违反世贸规则，单方面加征关税，中方将采取一切必要措施维护自身正当权益。
外交部回应拜登将宣布对中国电动汽车加征关税,M_16593,国内时政,在外交部记者会上，有记者提问称，美国总统拜登将在周二宣布对来自中国的产品加征关税，这些关税是针对中国的电动汽车，还有医疗用品以及太阳能产品的。中国外交部发言人汪文斌对此表示，中方一贯反对违反世贸规则，单方面加征关税，中方将采取一切必要措施维护自身正当权益。
杭州退休人员接了个电话400万没了,M_16595,社会新闻,一个电话，杭州退休老赵被骗近400万！刚刚，警方紧急提醒
海南6岁走失女童已溺水死亡,M_16596,社会新闻,海南6岁女孩从寄宿点离开后走失，家人报警后在水电站附近草丛中找到，经检查确认已溺水死亡。
奸淫幼女小学老师死刑上诉被驳回,M_16598,社会新闻,2023年4月4日，海南省第一中级人民法院以强奸罪、猥亵儿童罪数罪并罚判处罗崇创死刑，剥夺政治权利终身。罗崇创上诉后，海南省高级人民法院裁定驳回上诉，维持原判，并依法报请最高人民法院核准。
腾讯一季度净利润502.7亿,M_16601,互联网,5月14日，腾讯控股公告，第一季度营收1595亿元，预估1588.1亿元，同比增长6%；调整后净利润502.7亿元，预估430亿元，同比增长54%。腾讯控股称，第一季度，视频号总用户使用时长同比增长超80%，小程序总用户使用时长同比增长超20%。
梁龙献唱庆余年2OST,M_16602,剧集,梁龙、刘端端、张昊唯、郭子凡献唱《庆余年2》ost
我国发现银河系晕里有一巨大磁环,M_16607,国内时政,我国科学家通过分析研究，揭示了银河系的晕中有一个巨大的磁环结构。
山海福建的大食物观,M_16608,社会新闻,如今，福建“靠山吃山唱山歌，靠海吃海念海经”，肉、蛋、禽、奶、鱼、果、菌、茶……构建出多元化食物供给体系。
G2对战TES,M_16609,电竞,2024MSI胜败分组赛，G2对战TES
12306客服回应高铁有2元矿泉水,M_16611,社会新闻,近日，有网友发帖称，“乘坐高铁可以找列车员要2元钱的矿泉水，再也不用买贵价矿泉水了。”对此，12306客服14日对中新经纬表示，一般情况下，高铁上是有2元矿泉水售卖，但具体要问各趟列车的餐车工作人员有没有卖完。“推车上如果没有（2元矿泉水），可能是因为带不了那么多水。”
我们是不是把日子过反了,M_16612,情感,孩子们该玩，却在拼命地学习；青年人该学习，却在拼命地游戏；中年人该顾惜身体，却在拼命赚钱。
时尚芭莎六月刊,M_16613,"时尚,作品衍生",在晴朗温暖的六月，来《时尚芭莎》六月刊，更多未知精彩等你发现！
赖树上的大熊猫宝宝被一把摘下来了,M_16616,幽默,到了“下班”时间，大熊猫宝宝还不想回家，一起来看看奶爸是怎么“摘”到宝宝的吧。
外交部回应拜登将对中国商品加征关税,M_16620,国外时政,拜登将宣布对电动汽车等中国商品加征关税，中国外交部发言人汪文斌对此表示，具体情况你可以向主管部门来了解。中方一贯反对违反世贸规则，单方面加征关税，中方将采取一切必要措施维护自身正当权益。
偏瘫女童说出完整祝词奶奶眼睛亮了,M_16622,社会新闻,小芸熙1岁时不慎翻身掉下床，颅内出血导致偏瘫，近四年来一直坚持康复。就在前几日，小芸熙在康复病房里完整清晰地说出了“奶奶辛苦了”，还祝妈妈节日快乐。奶奶听到后转头看向芸熙妈妈，眼睛里都在闪着光！
歌手歌单,M_16623,综艺,《歌手》节目竞演歌单陆续出炉中~
江浙沪爸爸人间理想,M_16628,情感,这辈子最想拿的剧本出现了～
被西北大爷拍的变装视频炫到了,M_16629,社会新闻,地道的甘肃农民，摇身一变成了拥有众多粉丝的“江湖侠客”。他就是爱表演的“三喜爷爷”，张以芳。
你愿意让初恋忘记你吗,M_16630,电影,电影《今夜就算这份爱恋从世界上消失》反复提出爱与记忆消失的命题。女主角真织因车祸患上顺向失忆症，每天都会失去前一天的记忆。男主角神谷透以一次虚假的告白为契机，在逐渐相处中爱上真织并决定守护她的幸福。
难哄站内预约破百万,M_16632,剧集,难哄站内预约破百万！撒花🎉
日月山埋尸案罪犯马成被执行死刑,M_16634,社会新闻,5月13日，青海省海南藏族自治州中级人民法院遵照最高人民法院下达的执行死刑命令，对“8·07”日月山埋尸案罪犯马成执行死刑，海南州人民检察院依法派员临场监督。
落日8分钟效应,M_16639,情感,请你看落日8分钟
秦岚说赵丽颖是没有攻击性的女演员,M_16641,综艺,秦岚说赵丽颖是没有攻击性的女演员
微信及WeChat月活13.59亿,M_16642,互联网,5月14日，腾讯控股公告，截至2024年3月31日，微信及WeChat合并月活账户数13.59亿，同比增长3%；QQ移动终端月活账户数5.53亿，同比下滑7%；收费增值服务注册账户数2.60亿，同比增长12%。
阿勒泰连续两日出现极光,M_16647,自然,近日，受特大地磁暴影响，多地出现罕见极光。在新疆#阿勒泰连续两日出现极光#，不少摄影爱好者拍摄到这一绝美画面。戳视频↓伴随着@魏大勋 的歌声，一起欣赏！
G2说这是不是有点太简单,M_16648,电竞,G2发博：这是不是有点太简单？
华晨宇想跟莫文蔚合作,M_16652,音乐,继烟台站的日出场之后，华晨宇的火星演唱会再次启航，他将在香港中环海滨活动空间举办一场与夕阳共舞的音乐盛宴！近期采访中透露还有神秘惊喜～
G2战胜TES,M_16649,电竞,G23-0零封TES晋级下一轮！
张凌赫李旻浩撞衫,M_16654,作品衍生,张凌赫李旻浩撞衫，来看看两位驾驭的如何？
TES告别MSI,M_16659,电竞,2024成都MSI败者组，TES被G2零封，止步六强
湖大回应留学生称南海诸岛为越南领土,M_16662,社会新闻,5月14日，湖北武汉。网传湖北大学越南留学生在大学课堂上展示越南非法地图，并称，西沙群岛和南沙群岛是越南领土。
北京火烧云,M_16653,自然,一起看↓↓↓
繁花等带动腾讯长视频付费会员增至1.16亿,M_16678,剧集,快科技5月14日消息，腾讯控股今天正式发布了2024年第一季度财报。财报提到，腾讯视频发布多部热门自制电视剧和动画系列，如《繁花》、《猎冰》及《完美世界第四季》，带动长视频付费会员数同比增长8%至1.16亿。《繁花》开播后成为现象级剧集，网络热度极高、覆盖面极大，每天无数热搜。
新生第十集,M_16675,剧集,新生第十集
女子大量咳血体内有个20岁肿瘤,M_16684,社会新闻,近日，福建福州。32岁的王女士因咳嗽不止、咳血被家人紧急送进急诊。医生一查大吃一惊，发现王女士的胸腔内长了一个巨大的肿瘤。
藏在博物馆里的文物显眼包,M_16686,社会新闻,当文物遇上数字化，中国博物馆已经是nextlevel了，00后在用很新潮方式走近文物，与其产生了新的化学反应。
民政局回应女婴被人丢弃垃圾桶,M_16688,社会新闻,5月14日，湖北宜昌。网传一女婴被丢弃垃圾桶
退休银行职员被查出曾挪用储户存款被捕,M_16690,社会新闻,5月14日，河南项城农商银行储户反映城郊支行一职员挪用储户存款。
十个勤天,M_16691,综艺,十个勤天（杭州）农业公司官方话题，洽谈详情请私信@十个勤天 五号客服将为您答疑解惑。
多地地铁电梯不再提倡左行右立,M_16692,社会新闻,近年来，北京、上海、广州、南京、香港等多地都取消了“左行右立”倡议，着急赶时间的乘客，如果要安全快捷通过，最好的方式还是走楼梯。
莫文蔚歌单泄露,M_16693,演出,莫文蔚鸟巢演唱会歌单泄露，金曲含量好高。
阿里云AI收入三位数增长,M_16694,互联网,5月14日，阿里巴巴公布2024财年第四季度及全年业绩，阿里云季度收入同比增长3%，经调整EBITA同比增长45%。
王源直播,M_16697,艺人,王源最新直播，好久不见的源源！
累计飞行3500小时他将头盔交给95后徒弟,M_16698,社会新闻,海军航空大学刘铁成教官，飞行时间累计3500小时，在站好蓝天“最后一班岗”后，刘铁成将自己的头盔交给了26岁的徒弟马昶……
TheShy说我去G2有机会吗,M_16703,电竞,Theshy隔空喊话G2问：我去G2有机会吗
晚安大小姐打歌舞台,M_16705,综艺,晚安大小姐打歌舞台，还有超大声应援和尖叫
60后老员工因不会线上请假被开除,M_16707,社会新闻,近日，江苏省苏州市中级人民法院就审理了一起因大龄员工不会线上请假而被以旷工为由开除的劳动合同纠纷案，依法认定用人单位解除劳动合同违法，支付赔偿金10万余元。
公安抓经济罪犯的场面什么样,M_16713,社会新闻,明天是“5.15”第十五个全国公安机关打击防范经济犯罪宣传日。
赵露思将参与巴黎奥运火炬传递,M_16716,艺人,根据巴黎奥组委官网已经公布的火炬手名单，还能看到另外两名中国火炬手的名字，分别是15日在东比利牛斯省参与传递的冯海婴以及18日在热尔省参与传递的青年演员赵露思。
董明珠再回应玫瑰空调被吐槽,M_16717,社会新闻,5月14日，格力董事长董明珠直播时再次回应玫瑰空调遭网友吐槽。她称，我们第一个创造出玫瑰空调，即使大家觉得有缺陷，它也是最棒的。
救援现场猫猫拳对决消防咏春,M_16723,社会新闻,近日，在上海，小猫被困窗外，消防员飞扑营救。网友：这俩像是打了一套咏春拳。
心疼费可,M_16727,剧集,程浩看完《新生》第九集都要心疼地给费可再打2000万。
郑恺女儿也会跳FREAK吗,M_16729,综艺,郑恺在#奔跑吧#说自己女儿爱上了宋雨琦，好奇郑恺女儿也会跳FREAK吗
王自健张国立居然演上父子了,M_16730,剧集,起猛了！看到王自健和张国立演上父子了！
张韶涵造型团队没有瓶颈期,M_16722,作品衍生,张韶涵造型团队没有瓶颈期。
金智媛和偶遇粉丝合照,M_16731,艺人,全世界最好的欧尼！！
